,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
4519,Glen Iris,2/11 Peace St,3,h,1425000,S,Marshall,4/3/17,9.2,3146,3,2,2,217,163,2006,Boroondara,-37.8639,145.0641,Southern Metropolitan,10412
4522,Glen Iris,48 Alfred Rd,3,h,1530000,S,Jellis,4/6/16,9.2,3146,3,1,1,753,118,1940,Boroondara,-37.8543,145.0889,Southern Metropolitan,10412
4523,Glen Iris,3 Bridges St,4,h,1900000,PI,Jellis,4/6/16,9.2,3146,4,4,2,708,323,1985,Boroondara,-37.8646,145.0673,Southern Metropolitan,10412
4528,Glen Iris,6 Chester St,3,h,1360000,PI,Fletchers,4/6/16,9.2,3146,3,2,1,704,134,1940,Boroondara,-37.852,145.0942,Southern Metropolitan,10412
4530,Glen Iris,56 Gardiner Pde,5,h,2175000,S,Fletchers,4/6/16,9.2,3146,5,3,4,619,327,2003,Boroondara,-37.8554,145.0611,Southern Metropolitan,10412
4533,Glen Iris,22 Renwick St,4,h,2325000,PI,Marshall,4/6/16,9.2,3146,4,3,2,638,314,1930,Boroondara,-37.8523,145.0726,Southern Metropolitan,10412
4536,Glen Iris,10 Hazeldine Rd,4,h,2538000,S,Marshall,6/8/16,9.2,3146,4,2,3,630,314,2000,Boroondara,-37.856,145.0691,Southern Metropolitan,10412
4538,Glen Iris,1 Montana St,4,h,2300000,VB,Jellis,6/8/16,9.2,3146,4,3,4,1258,254,1941,Boroondara,-37.8552,145.082,Southern Metropolitan,10412
4540,Glen Iris,6 Chester St,3,h,1600000,VB,Fletchers,7/5/16,9.2,3146,3,2,1,704,134,1940,Boroondara,-37.852,145.0942,Southern Metropolitan,10412
4544,Glen Iris,48 Martin Rd,3,h,2115000,S,Jellis,7/5/16,9.2,3146,4,2,2,745,157,1920,Boroondara,-37.8501,145.059,Southern Metropolitan,10412
4545,Glen Iris,73 Pascoe St,3,h,1700000,S,Jellis,7/5/16,9.2,3146,3,2,2,625,188,1951,Boroondara,-37.8602,145.0925,Southern Metropolitan,10412
4552,Glen Iris,192 Tooronga Rd,4,h,2077000,S,RT,7/11/16,9.2,3146,4,2,3,553,143,1910,Boroondara,-37.8589,145.0413,Southern Metropolitan,10412
4553,Glen Iris,34 Yeovil Rd,4,h,2850000,S,Jellis,7/11/16,9.2,3146,4,3,2,1184,305,1935,Boroondara,-37.8526,145.0848,Southern Metropolitan,10412
4565,Glen Iris,51 Dent St,4,h,2020000,PI,Marshall,10/9/16,9.2,3146,4,2,2,630,351,2009,Boroondara,-37.8667,145.0752,Southern Metropolitan,10412
4575,Glen Iris,5 Charles St,4,h,2010000,S,Marshall,10/12/16,9.2,3146,4,2,2,659,212,1930,Boroondara,-37.8509,145.0916,Southern Metropolitan,10412
4583,Glen Iris,1/39 Scott Gr,1,u,452000,S,RT,10/12/16,9.2,3146,1,1,1,63,52,1980,Stonnington,-37.8552,145.05,Southern Metropolitan,10412
4589,Glen Iris,56 Brandon St,3,h,1820000,S,Jellis,12/11/16,9.2,3146,3,1,3,650,136,1930,Boroondara,-37.8571,145.0766,Southern Metropolitan,10412
4591,Glen Iris,1/6 Edgar St,1,u,291000,PI,hockingstuart,12/11/16,9.2,3146,1,1,1,1097,38,1982,Stonnington,-37.8576,145.0452,Southern Metropolitan,10412
4595,Glen Iris,20 Howitt St,4,h,2376000,S,Jellis,12/11/16,9.2,3146,4,2,2,652,230,1925,Boroondara,-37.8479,145.0557,Southern Metropolitan,10412
4601,Glen Iris,22 Wills St,3,h,1456000,SP,Jellis,12/11/16,9.2,3146,3,1,2,504,142,1920,Stonnington,-37.8541,145.0544,Southern Metropolitan,10412
4609,Glen Iris,11/63 Edgar St N,1,t,345000,PI,Jellis,14/05/2016,9.2,3146,1,1,1,745,44,1970,Stonnington,-37.8505,145.0459,Southern Metropolitan,10412
4610,Glen Iris,16 Flowerdale Rd,5,h,2000000,PI,Marshall,14/05/2016,9.2,3146,5,3,1,696,248,1920,Boroondara,-37.8563,145.0709,Southern Metropolitan,10412
4617,Glen Iris,10 Bardolph St,2,t,585000,S,Jellis,15/10/2016,9.2,3146,2,1,1,84,84,1960,Boroondara,-37.8517,145.0796,Southern Metropolitan,10412
4619,Glen Iris,67 Celia St,4,h,1700000,PI,Fletchers,15/10/2016,9.2,3146,4,3,1,650,266,1946,Boroondara,-37.8581,145.078,Southern Metropolitan,10412
4628,Glen Iris,2/67 Staughton Rd,3,h,1375000,S,Marshall,15/10/2016,9.2,3146,3,2,2,328,176,1990,Boroondara,-37.8529,145.0605,Southern Metropolitan,10412
4630,Glen Iris,56 Wills St,2,h,920000,S,Fletchers,15/10/2016,9.2,3146,2,1,2,334,115,1930,Stonnington,-37.8577,145.0576,Southern Metropolitan,10412
4636,Glen Iris,1/38 Edgar St,2,u,382000,SP,hockingstuart,16/07/2016,9.2,3146,2,1,1,1069,33,1960,Stonnington,-37.8547,145.0457,Southern Metropolitan,10412
4640,Glen Iris,1597 Malvern Rd,2,h,1280000,S,Noel,16/07/2016,9.2,3146,2,1,1,412,123,1950,Stonnington,-37.8541,145.051,Southern Metropolitan,10412
4645,Glen Iris,116 High St,5,h,2825000,PI,Jellis,17/09/2016,9.2,3146,5,4,4,802,206,2013,Boroondara,-37.8627,145.0719,Southern Metropolitan,10412
4646,Glen Iris,1 Maitland St,3,h,2825000,S,Jellis,17/09/2016,9.2,3146,4,2,4,885,217,1910,Stonnington,-37.8577,145.0421,Southern Metropolitan,10412
4648,Glen Iris,27 Sunhill Rd,4,h,1825000,S,RT,17/09/2016,9.2,3146,3,3,2,366,26,1999,Boroondara,-37.8503,145.0586,Southern Metropolitan,10412
4655,Glen Iris,33 Rosedale Rd,5,h,3085000,S,Marshall,18/03/2017,9.2,3146,5,3,3,778,326,2000,Boroondara,-37.8582,145.0715,Southern Metropolitan,10412
4667,Glen Iris,17 Rosedale Rd,2,h,1600000,PI,Noel,18/06/2016,9.2,3146,2,2,2,718,184,1950,Boroondara,-37.858,145.0696,Southern Metropolitan,10412
4672,Glen Iris,3 Florence St,5,h,2352500,PI,Marshall,19/11/2016,9.2,3146,5,3,2,642,336,1930,Boroondara,-37.859,145.0656,Southern Metropolitan,10412
4673,Glen Iris,23 Flowerdale Rd,5,h,3860000,S,Marshall,19/11/2016,9.2,3146,5,4,2,830,520,2009,Boroondara,-37.8563,145.072,Southern Metropolitan,10412
4674,Glen Iris,31 Gardiner Pde,4,h,2625000,PI,Marshall,19/11/2016,9.2,3146,4,3,2,840,326,1930,Boroondara,-37.8538,145.0641,Southern Metropolitan,10412
4689,Glen Iris,98 Bath Rd,4,h,1950000,SP,Marshall,25/02/2017,9.2,3146,4,2,2,775,155,1960,Boroondara,-37.8561,145.0934,Southern Metropolitan,10412
4690,Glen Iris,28 Ferndale Rd,3,h,2200000,S,Marshall,25/02/2017,9.2,3146,3,1,2,700,142,1930,Boroondara,-37.8553,145.0711,Southern Metropolitan,10412
4691,Glen Iris,32 Howie St,3,h,1751000,S,Jellis,25/02/2017,9.2,3146,3,1,3,609,140,1930,Boroondara,-37.8542,145.0733,Southern Metropolitan,10412
4692,Glen Iris,22 Kyarra Rd,4,h,1857000,S,Kay,25/02/2017,9.2,3146,4,2,3,548,205,1930,Stonnington,-37.8536,145.0547,Southern Metropolitan,10412
4696,Glen Iris,8 Rix St,3,h,1500000,S,RT,25/02/2017,9.2,3146,3,1,3,401,107,1935,Boroondara,-37.8471,145.051,Southern Metropolitan,10412
4698,Glen Iris,78 Valley Pde,4,h,2725000,S,Marshall,25/02/2017,9.2,3146,4,3,2,603,246,2007,Boroondara,-37.8521,145.0657,Southern Metropolitan,10412
4701,Glen Iris,1687 Malvern Rd,3,h,2800000,S,Greg,26/07/2016,9.2,3146,3,1,2,762,153,1930,Stonnington,-37.8575,145.0554,Southern Metropolitan,10412
4702,Glen Iris,21 Beatrice St,3,h,1665000,S,hockingstuart,27/06/2016,9.2,3146,3,1,2,685,143,1941,Boroondara,-37.8538,145.0842,Southern Metropolitan,10412
4705,Glen Iris,60 Madeline St,3,h,1420000,S,Buxton,27/06/2016,9.2,3146,3,1,2,615,607,1940,Boroondara,-37.8578,145.0919,Southern Metropolitan,10412
4715,Glen Iris,14 Queens Pde,5,h,2410000,PI,Marshall,27/11/2016,9.2,3146,5,2,2,654,354,2015,Boroondara,-37.8515,145.0922,Southern Metropolitan,10412
4719,Glen Iris,30 Valley Pde,4,h,2100000,PI,Marshall,27/11/2016,9.2,3146,4,2,2,645,216,1930,Boroondara,-37.8516,145.061,Southern Metropolitan,10412
4721,Glen Iris,15 Yeovil Rd,4,h,2950000,S,Kay,27/11/2016,9.2,3146,4,2,2,1485,295,1966,Boroondara,-37.8509,145.0856,Southern Metropolitan,10412
4724,Glen Iris,3 Fairview Gr,5,h,3365000,S,RT,28/05/2016,9.2,3146,5,2,2,1339,270,1925,Stonnington,-37.8649,145.0547,Southern Metropolitan,10412
4731,Glen Iris,24 Brandon St,3,h,1931000,S,Jellis,28/08/2016,9.2,3146,3,2,2,648,193,1975,Boroondara,-37.8547,145.0771,Southern Metropolitan,10412
4734,Glen Iris,318 Tooronga Rd,2,h,1250000,S,Marshall,28/08/2016,9.2,3146,2,1,2,438,107,1910,Stonnington,-37.8511,145.0428,Southern Metropolitan,10412
4735,Glen Iris,35 Adrian St,5,h,2400000,VB,Jellis,30/07/2016,9.2,3146,5,3,2,709,672,1930,Boroondara,-37.8529,145.0806,Southern Metropolitan,10412
4740,Glenroy,89 John St,3,h,610000,S,Ray,3/9/16,13,3046,3,1,2,696,118,1960,Moreland,-37.6972,144.9431,Northern Metropolitan,8870
4746,Glenroy,55 Daley St,3,h,610000,S,Walshe,3/12/16,13,3046,3,1,3,640,144,1960,Moreland,-37.6979,144.9335,Northern Metropolitan,8870
4750,Glenroy,39 Morley St,3,h,806500,S,Barry,3/12/16,13,3046,3,1,2,766,127,1965,Moreland,-37.6988,144.9372,Northern Metropolitan,8870
4758,Glenroy,2 Roy St,4,h,550000,VB,Peter,4/3/17,13,3046,4,2,1,683,138,2017,Moreland,-37.6964,144.9314,Northern Metropolitan,8870
4759,Glenroy,42 Sadie St,3,h,822000,S,Stockdale,4/3/17,13,3046,3,1,4,700,105,1950,Moreland,-37.6988,144.9438,Northern Metropolitan,8870
4761,Glenroy,15 Stanley St,3,h,980000,SP,Brad,4/3/17,13,3046,3,2,3,1029,136,1950,Moreland,-37.7115,144.9147,Northern Metropolitan,8870
4767,Glenroy,3/27 Harold St,2,u,430000,PI,Jason,6/8/16,13,3046,2,1,1,164,100,2010,Moreland,-37.7072,144.9252,Northern Metropolitan,8870
4770,Glenroy,1c Barwon St,2,h,540000,VB,Nelson,7/5/16,13,3046,2,1,1,164,114,2010,Moreland,-37.7082,144.9178,Northern Metropolitan,8870
4777,Glenroy,1 Gordon Ct,3,h,737000,S,Stockdale,8/10/16,13,3046,3,1,4,640,97,1950,Moreland,-37.6986,144.9243,Northern Metropolitan,8870
4780,Glenroy,24a Morell St,3,h,460000,SP,Raine,8/10/16,13,3046,3,2,2,224,3,1950,Moreland,-37.702,144.9507,Northern Metropolitan,8870
4788,Glenroy,3/28 Stanley St,3,t,545000,S,Barry,10/9/16,13,3046,3,2,1,136,130,2014,Moreland,-37.7112,144.9142,Northern Metropolitan,8870
4791,Glenroy,30 Bourchier St,3,h,670000,PI,Brad,10/12/16,13,3046,3,1,4,734,140,1960,Moreland,-37.7007,144.9378,Northern Metropolitan,8870
4793,Glenroy,6 Dromana St,4,h,702000,S,Eview,10/12/16,13,3046,4,1,4,606,124,1956,Moreland,-37.7104,144.9088,Northern Metropolitan,8870
4794,Glenroy,137 Glenroy Rd,2,h,730000,S,Barry,10/12/16,13,3046,2,1,1,705,115,1950,Moreland,-37.706,144.9245,Northern Metropolitan,8870
4798,Glenroy,24 Trevannion St,3,h,711500,S,Stockdale,10/12/16,13,3046,3,1,3,667,81,1950,Moreland,-37.7005,144.9185,Northern Metropolitan,8870
4800,Glenroy,45 Cosmos St,5,h,810000,S,Stockdale,11/3/17,13,3046,5,4,4,695,176,1950,Moreland,-37.7028,144.9377,Northern Metropolitan,8870
4805,Glenroy,1/1 Danae St,3,t,460000,S,Eview,12/11/16,13,3046,3,1,1,325,106,1970,Moreland,-37.7001,144.9291,Northern Metropolitan,8870
4808,Glenroy,24 Sadie St,3,h,793000,S,Eview,12/11/16,13,3046,3,1,2,780,120,1960,Moreland,-37.7,144.9427,Northern Metropolitan,8870
4814,Glenroy,149 Augustine Tce,3,h,447500,S,Melbourne,15/10/2016,13,3046,3,1,1,320,130,2000,Moreland,-37.6949,144.9122,Northern Metropolitan,8870
4815,Glenroy,45 Fran St,3,h,588000,S,YPA,15/10/2016,13,3046,3,1,1,616,125,1960,Moreland,-37.7029,144.9053,Northern Metropolitan,8870
4821,Glenroy,2/22 Sadie St,2,u,410000,SP,Brad,15/10/2016,13,3046,2,1,2,200,81,2000,Moreland,-37.7002,144.9428,Northern Metropolitan,8870
4826,Glenroy,40 View St,3,h,525000,S,Brad,16/04/2016,13,3046,3,1,1,665,85,1950,Moreland,-37.6966,144.9331,Northern Metropolitan,8870
4829,Glenroy,10 Anselm Gr,3,h,703000,S,Eview,17/09/2016,13,3046,3,1,4,704,102,1960,Moreland,-37.7021,144.9136,Northern Metropolitan,8870
4830,Glenroy,1/112 Cardinal Rd,4,t,608000,S,Raine,17/09/2016,13,3046,3,2,1,252,150,2014,Moreland,-37.7006,144.9299,Northern Metropolitan,8870
4840,Glenroy,139 John St,3,h,765500,S,Barry,18/06/2016,13,3046,3,2,2,780,180,1970,Moreland,-37.6955,144.9389,Northern Metropolitan,8870
4848,Glenroy,2/709 Pascoe Vale Rd,3,u,470000,SP,Barry,18/06/2016,13,3046,3,1,2,187,99,2014,Moreland,-37.7098,144.9163,Northern Metropolitan,8870
4852,Glenroy,48 Everard St,3,h,580000,S,Barry,19/11/2016,13,3046,3,1,2,650,142,1960,Moreland,-37.7002,144.9408,Northern Metropolitan,8870
4856,Glenroy,1/38 Stanley St,2,u,620250,S,Stockdale,19/11/2016,13,3046,2,1,2,253,91,2012,Moreland,-37.7117,144.9135,Northern Metropolitan,8870
4858,Glenroy,128 Widford St,3,h,710000,S,Stockdale,19/11/2016,13,3046,3,1,1,796,104,1960,Moreland,-37.6955,144.9253,Northern Metropolitan,8870
4860,Glenroy,54 Cromwell St,4,h,630000,S,Stockdale,22/05/2016,13,3046,3,1,2,630,130,1960,Moreland,-37.7002,144.9232,Northern Metropolitan,8870
4863,Glenroy,106 Outlook Dr,3,h,600000,S,Stockdale,22/05/2016,13,3046,3,1,4,541,139,1968,Moreland,-37.7051,144.9069,Northern Metropolitan,8870
4865,Glenroy,1/7 Harold St,3,t,550000,SP,Stockdale,22/08/2016,13,3046,3,2,2,212,129,2010,Moreland,-37.7073,144.9277,Northern Metropolitan,8870
4869,Glenroy,46 Moonee Bvd,4,h,600000,SP,Stockdale,23/04/2016,13,3046,4,1,2,586,159,1968,Moreland,-37.6975,144.9065,Northern Metropolitan,8870
4871,Glenroy,47 Cardinal Rd,4,h,1217500,S,Barry,24/09/2016,13,3046,4,3,2,693,192,2014,Moreland,-37.7111,144.9275,Northern Metropolitan,8870
4872,Glenroy,135 Hilton St,3,h,600000,SP,Barry,24/09/2016,13,3046,3,1,2,599,150,1960,Moreland,-37.7009,144.9291,Northern Metropolitan,8870
4875,Glenroy,29 Moonee Bvd,3,h,570000,PI,Barry,24/09/2016,13,3046,3,2,2,585,146,1975,Moreland,-37.6977,144.9071,Northern Metropolitan,8870
4879,Glenroy,65 Farview St,3,h,762700,SP,Stockdale,25/02/2017,13,3046,3,1,4,597,100,1960,Moreland,-37.7097,144.9351,Northern Metropolitan,8870
4880,Glenroy,3/27 Gladstone Pde,2,u,465000,S,YPA,25/02/2017,13,3046,2,1,1,176,89,2012,Moreland,-37.7081,144.912,Northern Metropolitan,8870
4881,Glenroy,52 Glenroy Rd,2,h,741250,S,Barry,25/02/2017,13,3046,2,1,1,668,88,1955,Moreland,-37.7067,144.9331,Northern Metropolitan,8870
4891,Glenroy,107 Glenroy Rd,4,h,1000000,PI,Barry,27/11/2016,13,3046,4,2,8,977,304,1935,Moreland,-37.7063,144.9273,Northern Metropolitan,8870
4893,Glenroy,165 Hilton St,4,h,630000,S,Stockdale,27/11/2016,13,3046,4,2,2,602,180,1950,Moreland,-37.7005,144.9258,Northern Metropolitan,8870
4897,Glenroy,72 Pecham St,3,h,670000,S,Barry,27/11/2016,13,3046,3,1,3,705,135,1950,Moreland,-37.6967,144.9116,Northern Metropolitan,8870
4898,Glenroy,3/48 William St,2,h,417000,S,Stockdale,27/11/2016,13,3046,2,1,1,172,77,2013,Moreland,-37.7074,144.9086,Northern Metropolitan,8870
4899,Glenroy,1/26 York St,3,t,600000,VB,Nelson,27/11/2016,13,3046,3,1,2,258,143,2001,Moreland,-37.7047,144.9087,Northern Metropolitan,8870
4901,Glenroy,3/132 Widford St,3,t,440000,SP,Nelson,28/05/2016,13,3046,3,2,1,215,121,2010,Moreland,-37.6952,144.9256,Northern Metropolitan,8870
4903,Glenroy,23 Cromwell St,3,h,660000,S,Barry,28/08/2016,13,3046,3,1,2,657,116,1950,Moreland,-37.7019,144.9225,Northern Metropolitan,8870
4909,Glenroy,2/4 Ash Ct,2,h,270000,PI,Ray,30/07/2016,13,3046,2,1,1,155,155,2000,Moreland,-37.6972,144.9239,Northern Metropolitan,8870
4910,Glenroy,44 Morley St,4,h,825000,S,Stockdale,30/07/2016,13,3046,4,2,4,768,194,1970,Moreland,-37.6979,144.9377,Northern Metropolitan,8870
4912,Glenroy,33 View St,4,h,638000,S,Barry,30/07/2016,13,3046,4,2,1,624,258,2005,Moreland,-37.6969,144.9334,Northern Metropolitan,8870
4913,Gowanbrae,1 Gowanbrae Dr,3,h,631000,S,Nelson,3/9/16,13.6,3043,3,2,2,608,138,2001,Moreland,-37.709,144.8925,Western Metropolitan,1071
4914,Gowanbrae,31 Seggan Cir,3,t,532000,S,Nelson,3/9/16,13.6,3043,3,2,1,149,19,2005,Moreland,-37.7068,144.8963,Western Metropolitan,1071
4917,Gowanbrae,41 Balerno Cir,3,h,504000,S,Nelson,6/8/16,13.6,3043,3,2,1,215,139,2004,Moreland,-37.709,144.8964,Western Metropolitan,1071
4919,Gowanbrae,39 Balerno Cir,3,t,468000,S,Nelson,7/5/16,13.6,3043,3,2,2,178,138,2000,Moreland,-37.7087,144.8962,Western Metropolitan,1071
4922,Gowanbrae,8 Perth Ct,4,h,709000,PI,Nelson,14/05/2016,13.6,3043,4,2,2,453,213,2007,Moreland,-37.7016,144.8974,Western Metropolitan,1071
4924,Gowanbrae,42 Seggan Cir,3,h,485000,S,Nelson,16/04/2016,13.6,3043,3,2,1,175,134,2004,Moreland,-37.7076,144.8961,Western Metropolitan,1071
4927,Gowanbrae,6 Birk Ct,3,h,540000,VB,Brad,19/11/2016,13.6,3043,3,2,1,367,141,2008,Moreland,-37.704,144.8989,Western Metropolitan,1071
4929,Gowanbrae,24 Balerno Cir,3,h,390000,PI,Nelson,23/04/2016,13.6,3043,3,2,1,158,136,2005,Moreland,-37.7091,144.8958,Western Metropolitan,1071
4932,Gowanbrae,18 Primula Bvd,4,h,800000,S,Nelson,26/07/2016,13.6,3043,4,2,2,719,251,2000,Moreland,-37.7062,144.8978,Western Metropolitan,1071
4934,Gowanbrae,8 Perth Ct,4,h,740000,SP,Nelson,27/06/2016,13.6,3043,4,2,2,453,213,2007,Moreland,-37.7016,144.8974,Western Metropolitan,1071
4936,Hadfield,20 Bedford St,3,h,605000,PI,hockingstuart,3/9/16,12.1,3046,3,1,2,597,116,1960,Moreland,-37.711,144.9478,Northern Metropolitan,2606
4938,Hadfield,29 Sutherland St,3,h,685500,SP,Brad,3/9/16,12.1,3046,3,1,2,724,103,1970,Moreland,-37.7076,144.9481,Northern Metropolitan,2606
4939,Hadfield,2 Knole St,2,h,610000,S,Eview,3/12/16,12.1,3046,2,1,1,394,98,1950,Moreland,-37.7153,144.9507,Northern Metropolitan,2606
4940,Hadfield,8 Sherwood St,3,h,630000,S,YPA,3/12/16,12.1,3046,3,1,1,604,112,1970,Moreland,-37.7124,144.9514,Northern Metropolitan,2606
4941,Hadfield,4 Surrey St,4,h,870000,S,Barry,3/12/16,12.1,3046,4,3,5,591,268,2010,Moreland,-37.7127,144.9489,Northern Metropolitan,2606
4942,Hadfield,26 South St,3,h,810000,S,Holland,4/3/17,12.1,3046,3,2,2,592,129,1950,Moreland,-37.7149,144.9473,Northern Metropolitan,2606
4950,Hadfield,2/3 Surrey St,2,u,487000,SP,Peter,10/9/16,12.1,3046,2,1,2,198,96,2010,Moreland,-37.7132,144.9488,Northern Metropolitan,2606
4951,Hadfield,115 West St,4,h,700000,S,Barry,10/9/16,12.1,3046,2,2,2,700,168,1950,Moreland,-37.7056,144.9384,Northern Metropolitan,2606
4952,Hadfield,148 West St,4,h,600500,S,YPA,10/9/16,12.1,3046,4,2,1,462,161,1970,Moreland,-37.7062,144.9387,Northern Metropolitan,2606
4954,Hadfield,27 Middle St,3,h,730000,S,Barry,10/12/16,12.1,3046,3,1,2,570,134,1970,Moreland,-37.7106,144.9491,Northern Metropolitan,2606
4955,Hadfield,75 West St,3,h,800000,S,Stockdale,10/12/16,12.1,3046,3,2,2,565,116,1960,Moreland,-37.7094,144.9377,Northern Metropolitan,2606
4958,Hadfield,24 South St,3,t,750000,S,Stockdale,12/6/16,12.1,3046,3,2,2,301,251,2011,Moreland,-37.715,144.9475,Northern Metropolitan,2606
4959,Hadfield,40 Angus St,3,h,740000,S,Barry,12/11/16,12.1,3046,3,1,1,568,115,1960,Moreland,-37.7077,144.9438,Northern Metropolitan,2606
4962,Hadfield,9 South St,3,h,646000,S,YPA,12/11/16,12.1,3046,3,1,2,574,106,1970,Moreland,-37.7157,144.9507,Northern Metropolitan,2606
4963,Hadfield,1/32 Sutherland St,3,h,545000,S,Raine,12/11/16,12.1,3046,3,2,3,230,113,2000,Moreland,-37.7073,144.9486,Northern Metropolitan,2606
4965,Hadfield,1 Barunah St,4,h,777000,S,Eview,13/08/2016,12.1,3046,3,1,2,700,176,1960,Moreland,-37.704,144.9399,Northern Metropolitan,2606
4967,Hadfield,101 Middle St,2,h,722000,S,Stockdale,13/08/2016,12.1,3046,3,3,1,580,103,1950,Moreland,-37.7098,144.9424,Northern Metropolitan,2606
4968,Hadfield,23 Surrey St,2,h,545000,SP,Stockdale,14/05/2016,12.1,3046,2,1,3,591,102,1960,Moreland,-37.7128,144.9471,Northern Metropolitan,2606
4971,Hadfield,1/22 Volga St,3,t,510000,PI,Raine,16/04/2016,12.1,3046,3,2,2,234,115,2012,Moreland,-37.707,144.9411,Northern Metropolitan,2606
4973,Hadfield,24 Talbot St,3,h,631500,S,Stockdale,18/06/2016,12.1,3046,4,1,3,593,95,1965,Moreland,-37.7133,144.947,Northern Metropolitan,2606
4976,Hadfield,19 Barbara St,3,h,550000,SP,Brad,22/05/2016,12.1,3046,3,1,3,610,142,1960,Moreland,-37.7107,144.9419,Northern Metropolitan,2606
4977,Hadfield,100 South St,2,h,330000,VB,Stockdale,22/05/2016,12.1,3046,2,1,1,249,2,1970,Moreland,-37.714,144.939,Northern Metropolitan,2606
4983,Hadfield,92 West St,2,h,715888,S,Barry,25/02/2017,12.1,3046,2,1,1,613,92,1960,Moreland,-37.7099,144.938,Northern Metropolitan,2606
4985,Hadfield,2/22 Volga St,2,t,468000,S,Nelson,26/07/2016,12.1,3046,2,1,1,137,110,2012,Moreland,-37.707,144.9413,Northern Metropolitan,2606
4991,Hadfield,25 East St,2,h,515000,S,D'Aprano,27/11/2016,12.1,3046,2,1,2,345,79,1990,Moreland,-37.7128,144.9496,Northern Metropolitan,2606
4995,Hampton,1/30 Grenville St,2,u,895000,S,hockingstuart,3/9/16,13.7,3188,2,1,1,228,87,1975,Bayside,-37.9355,145.0008,Southern Metropolitan,5454
4997,Hampton,38 Myrtle Rd,4,h,2800000,S,Nick,3/9/16,13.7,3188,3,3,2,701,320,2015,Bayside,-37.9419,145.0152,Southern Metropolitan,5454
4999,Hampton,36 Thomas St,4,h,3250000,S,hockingstuart,3/9/16,13.7,3188,4,3,2,928,300,1904,Bayside,-37.9389,145.0062,Southern Metropolitan,5454
5001,Hampton,6 Earlsfield Rd,4,h,2140000,S,Hodges,3/12/16,13.7,3188,4,2,3,688,187,1925,Bayside,-37.9319,145.0173,Southern Metropolitan,5454
5003,Hampton,3 Kendall St,4,h,1600000,VB,Marshall,3/12/16,13.7,3188,4,2,2,607,242,2011,Bayside,-37.9324,145.0235,Southern Metropolitan,5454
5006,Hampton,24A Smith St,3,h,1003500,S,Ray,3/12/16,13.7,3188,3,1,2,289,109,1998,Bayside,-37.9338,145.0226,Southern Metropolitan,5454
5012,Hampton,8 Bronte Ct,3,h,1560000,PI,Hodges,4/3/17,13.7,3188,3,1,3,593,125,1955,Bayside,-37.9399,145.0204,Southern Metropolitan,5454
5021,Hampton,3/46 Fewster Rd,2,u,760000,S,hockingstuart,6/8/16,13.7,3188,2,1,1,90,86,1985,Bayside,-37.9389,145.0186,Southern Metropolitan,5454
5023,Hampton,131 Linacre Rd,4,h,1680000,S,hockingstuart,6/8/16,13.7,3188,4,1,1,723,90,1955,Bayside,-37.9437,145.0175,Southern Metropolitan,5454
5028,Hampton,66a Thomas St,3,h,1120000,S,hockingstuart,7/5/16,13.7,3188,4,2,3,373,113,1984,Bayside,-37.9395,145.0088,Southern Metropolitan,5454
5031,Hampton,4 Bendigo St,4,h,3200000,VB,Hodges,10/9/16,13.7,3188,4,3,3,760,325,1920,Bayside,-37.9326,144.9997,Southern Metropolitan,5454
5032,Hampton,43 Fewster Rd,4,h,1250000,PI,Hodges,10/9/16,13.7,3188,4,3,2,398,220,2014,Bayside,-37.9381,145.0161,Southern Metropolitan,5454
5034,Hampton,54 Linacre Rd,4,h,2000000,PI,hockingstuart,10/9/16,13.7,3188,4,3,4,615,248,1925,Bayside,-37.9429,145.0072,Southern Metropolitan,5454
5036,Hampton,42 Myrtle Rd,5,h,1805000,S,Buxton,10/9/16,13.7,3188,4,2,2,700,224,1950,Bayside,-37.9419,145.0156,Southern Metropolitan,5454
5046,Hampton,310 Hampton St,4,h,2600000,S,Hodges,12/6/16,13.7,3188,3,1,2,1504,162,1900,Bayside,-37.944,145.0015,Southern Metropolitan,5454
5050,Hampton,65 Linacre Rd,5,h,3470000,SP,Marshall,12/11/16,13.7,3188,5,3,4,670,413,2008,Bayside,-37.9427,145.0085,Southern Metropolitan,5454
5056,Hampton,7 Austin Rd,3,h,1050000,S,Hodges,15/10/2016,13.7,3188,3,2,2,357,120,1970,Bayside,-37.9449,145.0144,Southern Metropolitan,5454
5058,Hampton,3/1 Edinburgh St,3,u,810000,S,Buxton,15/10/2016,13.7,3188,3,1,1,195,115,1960,Bayside,-37.9396,145.0156,Southern Metropolitan,5454
5061,Hampton,1/33 Holyrood St,3,h,1460000,S,Buxton,15/10/2016,13.7,3188,3,2,2,413,137,1970,Bayside,-37.933,144.9975,Southern Metropolitan,5454
5067,Hampton,29 Thomas St,5,h,3075000,S,Marshall,17/09/2016,13.7,3188,3,2,2,830,204,1901,Bayside,-37.9386,145.006,Southern Metropolitan,5454
5070,Hampton,4/308 Hampton St,2,u,875500,S,RT,18/03/2017,13.7,3188,2,2,1,225,118,1970,Bayside,-37.9442,145.0018,Southern Metropolitan,5454
5074,Hampton,16 Smith St,5,h,2600000,PI,Hodges,18/03/2017,13.7,3188,5,4,2,1000,324,1950,Bayside,-37.9332,145.0226,Southern Metropolitan,5454
